A000048,A000141,B000248,B000337,B000340,B000365,B000456,B000459,B000835,B000861,B000900,B001173,C000233,C000480,C000496,C000628,C000656,C000912,D000396,D000457,D000573,E000249,F000099,F000140,F000158,F000174,F000248,F000308,G000146,G000414,G000540,H000034,H000121,H000211,H000827,H000988,I000049,J000046,J000172,J000221,J000229,M000084,M000216,N000162,P000161,P000506,P000560,R000144,R000518,S000216,S000261,S000487,S001033,S001068,T000208,T000231,T000313,T000319,T000392,W000005,W000274,W000585,W000772,Y000061,date,isAmendment,requires,result,title
Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,,Not Voting,Not Voting,Not Voting,Yea,,,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,1856-07-23,0,,unknown,s92
Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Yea,,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,1856-07-24,0,,unknown,s92
Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Yea,,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,,Nay,Yea,Yea,Not Voting,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,1856-07-24,0,,unknown,s37
Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Yea,,Yea,Yea,Yea,Not Voting,,,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,1856-07-24,0,,unknown,s38
Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Nay,,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,,Yea,Nay,Nay,Nay,,,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,1856-07-25,0,,unknown,s332
Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,,Yea,Yea,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,,Yea,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,1856-07-25,0,,unknown,
Nay,Yea,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,,Yea,Nay,Nay,Yea,,,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Yea,Yea,1856-07-28,0,,unknown,s368
Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,,Nay,Yea,Yea,Not Voting,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,1856-07-28,0,,unknown,s39
Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Not Voting,,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Not Voting,,Yea,Yea,Nay,Nay,,,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,1856-07-28,0,,unknown,s40
Not Voting,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Not Voting,,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,,Nay,Yea,Yea,Yea,,,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Nay,,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,1856-07-28,0,,unknown,s40
Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,,Not Voting,Yea,Yea,Nay,,,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Nay,,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,1856-07-29,0,,unknown,s327
Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,,Not Voting,Yea,Yea,Yea,,,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Nay,,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Nay,1856-07-29,0,,unknown,hr12
Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,,Nay,Yea,Yea,Nay,,,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,1856-07-29,0,,unknown,s41
Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,,Nay,Yea,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,1856-07-29,0,,unknown,s42
Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,Nay,,Yea,Nay,Nay,Nay,Not Voting,Nay,Not Voting,,Yea,Nay,Nay,Nay,,,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,1856-07-29,0,,unknown,
Not Voting,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,,Nay,Yea,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,1856-07-29,0,,unknown,s43
Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Not Voting,Nay,,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,,Yea,Nay,Nay,Nay,,,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,1856-07-29,0,,unknown,
Not Voting,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Yea,,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,,Nay,Yea,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,1856-07-29,0,,unknown,s44
Not Voting,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Yea,,Nay,Nay,Yea,Nay,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,1856-07-30,0,,unknown,s146
Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,,Not Voting,Nay,Nay,Nay,,,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Not Voting,,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Yea,1856-07-30,0,,unknown,
Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,1856-07-30,0,,unknown,s15
Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,1856-07-31,0,,unknown,s16
Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,,Not Voting,Yea,Yea,Not Voting,,,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,1856-07-31,0,,unknown,s17
Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Yea,,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,,,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,1856-07-31,0,,unknown,s20
Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,,,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,1856-07-31,0,,unknown,s21
Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Yea,,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,1856-07-31,0,,unknown,s22
Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Yea,,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,1856-07-31,0,,unknown,s23
Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Yea,,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Yea,Yea,Yea,,,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,1856-07-31,0,,unknown,s24
Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Yea,,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Yea,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,1856-07-31,0,,unknown,s25
Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Yea,,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Yea,Yea,Yea,,,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,1856-07-31,0,,unknown,s26
Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Yea,,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Yea,Yea,Yea,,,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,1856-07-31,0,,unknown,s27
Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Yea,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,1856-07-31,0,,unknown,s28
Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,,Yea,Nay,Nay,Nay,,,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,Not Voting,,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,1856-07-31,0,,unknown,s29
Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Yea,,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Yea,Yea,Yea,,,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,1856-07-31,0,,unknown,s29
Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Yea,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,1856-07-31,0,,unknown,s52
Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Not Voting,,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Not Voting,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,1856-07-31,0,,unknown,s69
Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Not Voting,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,1856-07-31,0,,unknown,s95
Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,,Yea,Not Voting,Nay,Nay,,,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,1856-07-31,0,,unknown,
Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,,Nay,Not Voting,Yea,Yea,,,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Nay,1856-08-04,0,,unknown,s66
Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Not Voting,Yea,Yea,,,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,1856-08-04,0,,unknown,s71
Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Nay,,Not Voting,Not Voting,Nay,Yea,,,Not Voting,,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,1856-08-04,0,,unknown,s71
Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,Not Voting,Yea,Yea,,,Not Voting,,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,1856-08-04,0,,unknown,s71
Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,Not Voting,Yea,Yea,,,Not Voting,,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Nay,1856-08-04,0,,unknown,s148
Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,,Not Voting,Not Voting,Yea,Nay,,,Not Voting,,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Nay,1856-08-04,0,,unknown,s128
Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,,Yea,Nay,Nay,Nay,,,Not Voting,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,1856-08-05,0,,unknown,hr153
